pubmed_id,title,journal,abstract,keywords
40241828,Integration of volatile and non-volatile metabolites and the transcriptome reveals the formation mechanisms of differential aroma compounds between <i>Pyrus communis</i> and <i>Pyrus pyrifolia</i> cultivars.,Frontiers in plant science (Front Plant Sci),"Aroma compounds are important flavor components in pear fruit. Among cultivated pears, fruits from
<i>Pyrus communis</i> (hereafter referred to as <i>P. communis</i>) cultivars are famous for their
abundant aroma, while the fruits of most <i>Pyrus pyrifolia</i> (hereafter referred to as <i>P.
pyrifolia</i>) cultivars lack aroma compounds. A comparative study on the formation of differential
aroma compounds between the two species could provide a theoretical foundation for improving the
aroma quality of <i>P. pyrifolia</i> cultivars. However, there is a lack of systematic research on
this subject.  An analysis of volatile and non-volatile metabolites was combined with transcriptome
analysis to explore the formation mechanism of differential aroma compounds between three <i>P.
communis</i> and three <i>P. pyrifolia</i> cultivars.  In this study, a total of 510 volatile
compounds were identified in the six cultivars. Of these, sixteen ester and alcohol compounds,
including butyl acetate, hexyl acetate, ethyl-2-methylbutyrate, ethanol, butanol, propanol, and
2-methylbutanol, with higher contents in the <i>P. communis</i> cultivars than in the <i>P.
pyrifolia</i> cultivars were identified as the primary differential aroma compounds. Among the
possible synthesis pathways for these 16 aroma compounds, certain amino acid degradation processes,
including isoleucine, valine, and alanine oxidation and threonine dehydration, were found to provide
important intermediate substances for synthesis. Within the key enzyme genes in the synthesis
pathway, several critical enzyme genes, including monoacylglycerol lipase (PcMAGL, pycom08g09340),
threonine dehydrase (PcTD, pycom12g10020), and acyl CoA dehydrogenase (PcACD, pycom16g13880), might
be important factors contributing to the disparity in aromatic compounds between <i>P. communis</i>
and <i>P. pyrifolia</i> cultivars.  The aforementioned results provide valuable information into the
formation mechanisms of differential aroma compounds and offer novel target sites for enhancing pear
aroma quality through gene editing.","aroma compounds, pear fruit, synthesis pathways, transcriptome, volatile metabolite"
40203653,Propionate alleviates diabetes-induced cardiac fibrosis in mice via regulating Serpinf1.,Biochemical and biophysical research communications (Biochem Biophys Res Commun),"Diabetic cardiomyopathy is a severe cardiovascular complication that adversely affects the heart
health of diabetic patients. This study aims to investigate the therapeutic effects of propionate on
the cardiac fibrosis phenotype in diabetic mice and to elucidate its underlying mechanisms.  A
streptozotocin-induced diabetic mouse model was used in the experiments. After successful induction
of diabetes, the mice received propionate treatment. Cardiac fibrosis and inflammatory factor levels
were assessed using histological analysis and biochemical assays. Furthermore, single-cell RNA
sequencing and primary mouse cardiac fibroblast sequencing data were analyzed to explore the
potential mechanisms underlying propionate's effects on diabetic cardiac fibrosis. Finally, the
molecular mechanism by which propionate reverses diabetes-induced cardiac fibrosis was validated
using shRNA knockdown experiments.  The results showed that propionate treatment significantly
improved cardiac fibrosis in diabetic mice and reduced the levels of inflammatory factors in cardiac
tissues. Additionally, propionate upregulated the expression of the Serpinf1 gene, inhibited the
abnormal activation of the Wnt signaling pathway, and reduced fibrosis and marker expression levels
in high-glucose-induced cardiac fibroblasts.  The main conclusion of this study is that propionate
effectively improves the diabetic cardiac fibrosis phenotype in mice, and this therapeutic effect is
specific to pathological conditions. The study further identifies Serpinf1 as the molecular target
of propionate's action. These findings not only enhance our understanding of the pathophysiological
mechanisms of diabetic cardiomyopathy but also provide new strategic insights for diabetes
treatment, holding significant clinical application potential.","Cardiac fibrosis, DCM, Propionate, Serpinf1"
40196673,Redirecting cytotoxic lymphocytes to breast cancer tumors via metabolite-sensing receptors.,bioRxiv : the preprint server for biology (bioRxiv),"Insufficient infiltration of cytotoxic lymphocytes to solid tumors limits the efficacy of
immunotherapies and cell therapies. Here, we report a programmable mechanism to mobilize Natural
Killer (NK) and T cells to breast cancer tumors by engineering these cells to express orphan and
metabolite-sensing G protein-coupled receptors (GPCRs). First, in vivo and in vitro CRISPR
activation screens in NK-92 cells identified <i>GPR183</i> , <i>GPR84</i> , <i>GPR34</i> ,
<i>GPR18</i> , <i>FPR3</i> , and <i>LPAR2</i> as top enhancers of both tumor infiltration and
chemotaxis to breast cancer. These genes equip NK and T cells with the ability to sense and migrate
to chemoattracting metabolites such as 7α,25-dihydroxycholesterol and other factors released from
breast cancer. Based on Perturb-seq and functional investigations, GPR183 also enhances effector
functions, such that engineering NK and CAR NK cells to express GPR183 enhances their ability to
migrate to, infiltrate, and control breast cancer tumors. Our study uncovered metabolite-based tumor
immune recruitment mechanisms, opening avenues for spatially targeted cell therapies.",
40240435,Cost-effectiveness of population-based expanded reproductive carrier screening for genetic diseases in Australia: a microsimulation analysis.,European journal of human genetics : EJHG (Eur J Hum Genet),"Using the Australian Census survey 2021 as base population, a microsimulation model, PreconMOD was
developed to evaluate the cost-effectiveness of population-based expanded reproductive carrier
screening (RCS) for 569 recessive conditions from the health service and societal perspectives. The
model simulated the effect of expanded RCS including the downstream interventions for at-risk
couples on cost and outcomes. The comparators were (i) no population screening (ii) limited
screening for cystic fibrosis, spinal muscular atrophy, and fragile X syndrome and (iii) a 300
conditions screening panel. Averted affected births and health service cost with expanded RCS were
projected to year 2061. At a 50% uptake, our model predicts that expanded RCS is cost saving (i.e.,
higher quality-adjusted life-years and lower costs) compared with other screening strategies in the
model from the health service and societal perspectives. The number of affected births averted in a
single cohort would increase from 84 [95% confidence interval (CI) 60-116] with limited screening to
2067 (95%CI 1808-2376) with expanded RCS. Expanded RCS was cost-saving compared to the
300-conditions screening panel. Indirect cost accounted for about one-third of the total costs
associated with recessive disorders. Our model predicts that the direct treatment cost associated
with current limited 3 genes screening would increase by 20% each year to A$73.4 billion to the
health system by 2061. Our findings contribute insights on the cost burden of genetic diseases and
the economic benefits of expanded RCS to better informed resource allocation decisions.",
40118716,Transcriptionally distinct malignant neuroblastoma populations show selective response to adavosertib treatment.,Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics (Neurotherapeutics),"Neuroblastoma is an aggressive childhood cancer that arises from the sympathetic nervous system.
Despite advances in treatment, high-risk neuroblastoma remains difficult to manage due to its
heterogeneous nature and frequent development of drug resistance. Drug repurposing guided by single-
cell analysis presents a promising strategy for identifying new therapeutic options. Here, we aim to
characterize high-risk neuroblastoma subpopulations and identify effective repurposed drugs for
targeted treatment. We performed single-cell transcriptomic analysis of neuroblastoma samples,
integrating bulk RNA-seq data deconvolution with clinical outcomes to define distinct malignant cell
states. Using a systematic drug repurposing pipeline, we identified and validated potential
therapeutic agents targeting specific high-risk neuroblastoma subpopulations. Single-cell analysis
revealed 17 transcriptionally distinct neuroblastoma subpopulations. Survival analysis identified a
highly aggressive subpopulation characterized by elevated UBE2C/PTTG1 expression and poor patient
outcomes, distinct from a less aggressive subpopulation with favorable prognosis. Drug repurposing
screening identified Adavosertib as particularly effective against the aggressive subpopulation,
validated using SK-N-DZ cells as a representative model. Mechanistically, Adavosertib suppressed
cell proliferation through AKT/mTOR pathway disruption, induced G2/M phase cell cycle arrest, and
promoted apoptosis. Further analysis revealed UBE2C and PTTG1 as key molecular drivers of drug
resistance, where their overexpression enhanced proliferation, Adavosertib resistance, and cell
migration. This study establishes a single-cell-based drug repurposing strategy for high-risk
neuroblastoma treatment. Our approach successfully identified Adavosertib as a promising repurposed
therapeutic agent for targeting specific high-risk neuroblastoma subpopulations, providing a
framework for developing more effective personalized treatment strategies.","AKT/mTOR pathway, Adavosertib, Cancer therapy, Neuroblastoma, Single cell RNA sequencing"
40241998,Novel Co-Occurrence of Trisomy 21 and Heterozygous CFTR Mutation.,Respirology case reports (Respirol Case Rep),"The coexistence of trisomy 21 and cystic fibrosis (CF) is extremely rare, with fewer than 10
reported cases, all involving homozygous CFTR mutations. However, the impact of a heterozygous CFTR
mutation in a patient with trisomy 21 remains unexplored. We present a male infant with trisomy 21
who experienced recurrent respiratory distress and was later found to carry a heterozygous
pathogenic CFTR mutation (p.Phe508del). His respiratory complications were severe, requiring
tracheostomy and long-term respiratory support. This case highlights the potential interplay between
trisomy 21-associated anatomical features and CFTR-related airway abnormalities, possibly
exacerbating respiratory morbidity. Given the high burden of respiratory complications in both
conditions, clinicians should consider CFTR-related disorders in patients with trisomy 21 presenting
with severe respiratory issues. Further research is warranted to determine the clinical significance
of CFTR heterozygosity in trisomy 21 and its implications for disease severity and management.","case report, cystic fibrosis, heterozygous CFTR mutation, trisomy 21"
40207234,The distinctive signature of regulatory CD4 T cells committed in the human thymus.,Frontiers in immunology (Front Immunol),"Thymically committed regulatory CD4 T cells (tTregs) are essential for immune homeostasis and self-
tolerance. We established the human tTreg Expression Signature by comparing genome-wide
transcriptomic profiles between tTregs and their conventional counterparts (tTconvs). We further
exploited the high sequencing depth of our bulk RNA-seq data to identify a subset of 250 genes
significantly expressed in human tTregs and with neglectable expression in tTconvs, defined as below
the levels of expression of <i>IL2RA</i>, that we named thymic Treg ""private"" genes. Notably,
pathways related to cell motility, inflammation, and T-cell effector specification were
overrepresented within the tTreg private genes. We found that 163 of these genes were significantly
less expressed in circulating naïve and memory Tregs when compared to peripheral data generated in
parallel. This result suggested a higher activity for most of the ""private"" genes in the thymus when
compared to the peripheral compartments. Altogether, we provide a unique resource to inform future
studies, such as for improving annotation in single-cell and spatial transcriptional data, or help
in designing human studies to validate putative biomarkers for thymically committed Tregs, a
priority in the field.","CD4 T cells, FOXP3, RNA-seq, human T-cell development, human thymus, regulatory T cells"
40201199,Integrated bioinformatics analysis to develop diagnostic models for malignant transformation of chronic proliferative diseases.,"Blood science (Baltimore, Md.) (Blood Sci)","The combined analysis of dual diseases can provide new insights into pathogenic mechanisms, identify
novel biomarkers, and develop targeted therapeutic strategies. Polycythemia vera (PV) is a chronic
myeloproliferative neoplasm associated with a risk of acute myeloid leukemia (AML) transformation.
However, the chronic nature of disease transformation complicates longitudinal high-throughput
sequencing studies of patients with PV before and after AML transformation. This study aimed to
develop a diagnostic model for malignant transformation of chronic proliferative diseases,
addressing the challenges of early detection and intervention. Integrated public datasets of PV and
AML were analyzed to identify differentially expressed genes (DEGs) and construct a weighted
correlation network. Machine-learning algorithms screen genes for potential biomarkers, leading to
the development of diagnostic models. Clinical specimens were collected to validate gene expression.
cMAP and molecular docking predicted potential drugs. In vitro experiments were performed to assess
drug efficacy in PV and AML cells. CIBERSORT and single-cell RNA-sequencing (scRNA-seq) analyses
were used to explore the impact of hub genes on the tumor microenvironment. We identified 24 genes
shared between PV and AML, which were enriched in immune-related pathways. Lactoferrin (LTF) and G
protein-coupled receptor 65 (GPR65) were integrated into a nomogram with a robust predictive power.
The predicted drug vemurafenib inhibited proliferation and increased apoptosis in PV and AML cells.
TME analysis has linked these biomarkers to macrophages. Clinical samples were used to confirm LTF
and GPR65 expression levels. We identified shared genes between PV and AML and developed a
diagnostic nomogram that offers a novel avenue for the diagnosis and clinical management of AML-
related PV.","Acute myeloid leukemia, Bioinformatics analysis, Biomarker, Hub genes, Machine learning, Polycythemia vera"
40214805,The effect of TIGIT and PD1 expression on T cell function and prognosis in adult patients with acute myeloid leukemia at diagnosis.,"Cancer immunology, immunotherapy : CII (Cancer Immunol Immunother)","T cell immunoreceptor with immunoglobulin and ITIM domain (TIGIT) is a recently-identified immune
checkpoint molecule, and no study ever explores the prognostic significance of TIGIT on bone marrow
T cells of newly-diagnosed acute myeloid leukemia (AML) patients. We collected fresh marrow samples
from 71 adult AML patients at diagnosis and 31 healthy donors (HDs) to test for TIGIT and PD1
expression in T cells by flow cytometry. Fifteen newly-diagnosed AML patients and six HDs were
performed T cell activation in vitro and tested intracellular TNF-α and INF-γ production. Three bone
marrow samples of AML patients were performed single cell RNA-sequencing (scRNA-seq). AML patients
had significantly higher frequency of TIGIT + cells in CD4 + T cells but similar frequency in
CD8 + T cells compared with HDs (p = 0.0006 and 0.77). High percentage of TIGIT + PD1 + in CD8 + T
cells independently predicted poor relapse-free survival (RFS) (p = 0.029). Differing from HDs, AML
patients had lower level of intracellular TNF-α and INF-γ in TIGIT + cells compared with their
TIGIT- counterparts in both CD4 + T and CD8 + T cells. TIGIT + PD1 + CD8 + T cells of patients
exhibited significantly lower level of intracellular TNF-α compared with those of HDs (p = 0.024).
scRNA-seq data showed that TIGIT + PDCD1 + CD8 + T cells had significantly higher exhaustion score
than TIGIT + and PD1 + CD8 + T cells and lower cytotoxic score than TIGIT + CD8 + T cells
(p = 0.0016, 0.012 and 0.0014). Therefore, CD8 + T cells with TIGIT and PD1 co-expression exhibited
high degree of exhaustion and dysfunctional cytotoxicity, and high percentage of bone marrow
TIGIT + PD1 + in CD8 + T cells at diagnosis predicted poor outcome in AML.","Newly-diagnosed acute myeloid leukemia, PD1, Relapse-free survival, TIGIT, scRNA-seq"
39834406,The role of cell cycle-related genes in the tumorigenesis of adrenal and thyroid neuroendocrine tumors.,Heliyon (Heliyon),"The molecular mechanisms underlying adrenal and thyroid neuroendocrine tumors, including their
tumorigenesis, progression, and metastasis, involve unique pathways regulating cell cycle
progression. To better understand these mechanisms and pathways, extensive in-depth research on cell
cycle-related genes is necessary. This review aims to describe and interpret current single-cell RNA
sequencing studies on neuroblastoma, medullary thyroid cancer, and pheochromocytoma tumors. Our
review summarizes differentially expressed cell cycle-related genes with distinct functions,
highlighting their potential as therapeutic targets and components of panels used to determine tumor
type or aggressiveness. Although some insights have been gained, there is still limited information
on these topics, and further research is required to explore the regulatory mechanisms of these
tumors.","Adrenal gland, Cell cycle-related genes, Medullary thyroid cancer, Neuroblastoma, Neuroendocrine tumors, Pheochromocytoma, Thyroid gland, scRNA-seq"
40212811,Single-cell RNA sequencing reveals the heterogeneity and regulatory modules of cell-specific RNA-binding proteins in patients with systemic lupus erythematosus.,Biochemistry and biophysics reports (Biochem Biophys Rep),"Systemic lupus erythematosus (SLE) is an autoimmune disorder characterized by immune dysregulation,
heterogeneous clinical phenotypes, and a complex interplay of pathogenic mechanisms. RNA-binding
proteins (RBPs), which orchestrate post-transcriptional gene regulation through dynamic interactions
with target transcripts, are increasingly implicated in autoimmune pathogenesis. However, the cell-
type-specific heterogeneity of RBPs expression and their regulatory networks in SLE remain poorly
characterized.  To delineate RBPs dynamics in SLE skin microenvironment, we conducted a
comprehensive single-cell transcriptomic analysis of publicly accessible single cell RNA sequencing
(scRNA-seq) datasets from lesional skin biopsies of SLE patients and healthy controls (HC). Cell-
type-specific RBPs expression patterns were systematically profiled across epidermal keratinocytes,
dermal endothelial cells, and T cells. Complementary bulk RNA-Seq analyses employing Splicing Site
Usage Variation Analysis (SUVA) were performed to identify immune gene-associated regulatory
alternative splicing (RAS) events. Integrative co-expression networks linking RBPs, RAS events, and
immune pathways were subsequently constructed.  Single-cell resolution revealed marked heterogeneity
in RBPs expression across keratinocyte, endothelial cell, and T cell in SLE compared to HC. Notably,
disease-specific RBPs were enriched in pathways governing interferon response, cytokine signaling,
and leukocyte activation. Cross-analysis with bulk transcriptomic data highlighted JUN and HLA-A as
hub regulators exhibiting elevated expression in SLE T cells. Network modeling further uncovered
coordinated interactions between JUN, HLA-A, and RAS events in immune genes, implicating their
synergistic roles in modulating T cell effector functions.  Our multi-omics integration identifies
JUN and HLA-A as central coordinators of alternative splicing programs in SLE T cells. These
molecular hubs, embedded within immune regulatory networks, may drive pathogenic rewiring of T cell
responses in SLE.","HLA-A, JUN, RNA-Binding proteins, Systemic lupus erythematosus, single cell RNA-Sequencing"
40230848,The role of transketolase in the immunotherapy and prognosis of hepatocellular carcinoma: a multi-omics approach.,Frontiers in immunology (Front Immunol),"To explore the role of transketolase (TKT) in the immunotherapy and prognosis of hepatocellular
carcinoma (HCC).  TKT expression across various cancers and its associations with tumor immunity and
prognosis were analyzed using nomogram models. A multi-omics approach was employed, including bulk
RNA-seq analysis, methylation profiling, single-cell analysis, and spatial transcriptomics.
Experimental methods included RT-qPCR, siRNA transfection, luciferase reporter assay, and chromatin
immunoprecipitation.  TKT was significantly upregulated in multiple cancers and correlated with
immune cell infiltration, particularly in HCC. Elevated TKT expression was associated with poor
overall survival (OS) in HCC and was an independent prognostic factor (p < 0.05). Drug sensitivity
analysis suggested that higher TKT expression was associated with reduced sensitivity to several
chemotherapeutic agents, including sorafenib (p < 0.01). Furthermore, hypermethylation of the TKT
promoter and low TKT expression were linked to improved OS in HCC (log-rank test p = 0.005). Single-
cell analysis revealed that TKT was predominantly expressed in the monocyte/macrophage cluster
associated with HCC, and pseudo-time series analysis highlighted TKT's role in cell differentiation
within this cluster. Spatial transcriptomics confirmed the close association between TKT and
macrophage distribution in HCC. Moreover, STAT3 was found to directly regulate TKT expression by
binding to its promoter region.  Our findings suggest that TKT may play a role in tumor immunity and
prognosis in HCC. Although these results provide insights into the potential involvement of TKT in
immune cell infiltration and survival outcomes, further studies are required to fully elucidate its
role in immunotherapy.","Hep-G2, TKT, hepatocellular carcinoma, pentose phosphate pathway, transketolase"
40201592,Modulation of cell fate by shock wave therapy in ischaemic heart disease.,European heart journal open (Eur Heart J Open),"Cardiac shockwave therapy (SWT) improves left ventricular (LV) function in patients with ischaemic
cardiomyopathy. Shockwave therapy activates Toll-like receptor 3 (TLR3), a receptor-inducing
chromatin remodelling and nuclear reprogramming of cardiac cells. We hypothesized that mechanical
activation of TLR3 facilitates reprogramming of fibroblasts towards endothelial cells restoring
myocardial perfusion and function.  Human cardiac fibroblasts were treated by mechanical stimulation
via SWT or TLR3 agonist Poly(I:C) in the presence of endothelial induction medium. A lineage tracing
experiment was performed in a transgenic mouse model of Fsp1-Cre/LacZ mice after coronary occlusion.
Left ventricular function and scarring were assessed. Single-cell sequencing including RNA
trajectory analysis was performed. Chromatin remodelling and epigenetic plasticity were evaluated
via western blot and Assay for Transposase-Accessible Chromatin sequencing. Mechanical stimulation
of human fibroblasts with SWT activated TLR3 signalling and enhanced the expression of endothelial
genes in a TLR3-dependent fashion. The induced endothelial cells (ECs) resembled genuine ECs in that
they produced endothelial nitric oxide and formed tube-like structures in Matrigel. In a lineage
tracing experiment in Fsp1-Cre/LacZ mice, shockwave treatment increased LacZ/CD31-positive cells
(indicating transdifferentiation) after coronary occlusion. Furthermore, SWT reduced myocardial scar
size and improved LV function. Single-cell RNA-seq and RNA trajectory analyses revealed that SWT
induced an endothelial fibroblast cluster and mechanical stimulation induced significant changes in
chromatin organization, with chromatin being more accessible after both treatments in 1705 genomic
regions.  Shockwave therapy enhances DNA accessibility via TLR3 activation and facilitates the
transdifferentiation of fibroblasts towards endothelial cells in ischaemic myocardium.","Cardiac surgery, Heart regeneration, Shockwave therapy, Therapeutic transdifferentiation"
40217309,Decoding mitochondrial stress genes in DCM: towards precision diagnosis and therapy.,Hereditas (Hereditas),"Mitochondrial oxidative stress (ROS) is a crucial factor in the pathogenesis of dilated
cardiomyopathy (DCM). Despite its significance, robust biomarkers for assessing its role remain
scarce. This study investigates ROS mechanisms in DCM and identifies associated biomarkers, offering
fresh insights into diagnosis and treatment.  We sourced transcriptomic data from the GEO database
and mitochondrial oxidative stress-related genes from GeneCards. Using consensus clustering, we
identified 64 genes associated with mitochondrial oxidative stress in DCM and further isolated five
hub genes through protein-protein interaction and machine learning techniques. These genes were
analyzed for functions related to immunity, drug sensitivity, and single-cell localization.
Concurrently, we collected blood samples from DCM patients to validate the hub genes' expression.
The study identified five hub genes related to mitochondrial oxidative stress: VCL, ABCB1, JAK2,
KDR, and NGF. Expression analysis revealed high levels of VCL, ABCB1, KDR, and NGF in the non-
failing (NF) group, while JAK2 was elevated in the DCM group (p < 0.05). Diagnostic efficacy,
measured by area under the curve (AUC), was significant for VCL (76.4), ABCB1 (80.1), JAK2 (68.2),
KDR (78.1), and NGF (71.8). Moreover, several drugs were identified as potential regulators of these
hub genes, including Topotecan, CDK9_5576, Acetalax, Afatinib, and GSK591. Notably, VCL showed
increased expression in DCM patient blood samples, consistent with transcriptomic and single-cell
findings.  This research highlights key genes associated with mitochondrial oxidative stress-VCL,
ABCB1, JAK2, KDR, NGF-that show differential expression in DCM and myocardial infarction. These
findings underscore their diagnostic potential and pave the way for new therapeutic strategies.","Bioinformatics, Diagnosis, Dilated cardiomyopathy, Immune infiltration, Mitochondria, Oxidative stress"
39849194,Comprehensive assessment of the significance of cellular senescence-associated genes in neuroblastoma.,Genes & genomics (Genes Genomics),"The clinical course of high-risk neuroblastoma patients remains suboptimal, and the dynamic and
reversible nature of cellular senescence provides an opportunity to develop new therapies.  This
study aims to identify unique markers of cellular senescence in neuroblastoma and to explore their
clinical significance.  The impact of multiple genetic regulatory mechanisms on cellular senescence-
associated genes (CSAGs) was first assessed. We identified cellular senescence-associated subtypes
by hierarchical clustering and explored the intrinsic differences between subtypes. We screened key
CSAGs based on PPI networks and clinical significance. Subsequently, we constructed the cellular
senescence-related risk score (CSRS) by LASSO regression and stepwise Cox regression, and validated
its performance and stability through multiple methods. Finally, we performed single-cell analysis
and constructed the nomogram.  The expression of CSAGs was influenced by copy number variation and
DNA methylation. We found that significant differences between cellular senescence-associated
subtypes in immune infiltration and overall prognosis. AURKA, CDK4, TERT were key genes in the
cellular senescence process. CSRS showed superior and robust predictive performance in several
cohorts and could serve as an independent prognostic factor in neuroblastoma. The senescence
signature was also meaningful at the single-cell level and the nomogram was shown to have high
accuracy and high clinical benefit.  We comprehensively evaluated the significance of cellular
senescence in neuroblastoma and concluded that it was significantly associated with immune
characteristics and overall prognosis. Based on the expression levels of CSAGs, we developed the
CSRS, which was a reliable tool to contribute to prognostic assessment and clinical decision making.","Cellular senescence, Hierarchical clustering, Immune, Neuroblastoma, Risk score, scRNA-seq"
40241265,Allelic value in gene regulation - implications for gene editing.,Annals of botany (Ann Bot),"Gene editing has emerged as the most precise trait modification tool in plant breeding. However, an
understanding of what to target and in which genetic background to obtain the intended phenotype is
still emerging. This perspective presents an analytical overview of traits targeted, particularly in
tomato and rice, where extensive data on gene editing is available in the public domain.  The
available gene editing data on allelic values for a given molecular pathway in crops like tomato and
rice is revisited. The phenotypes of edits generated across genetic backgrounds were assessed and
compared with available resequencing and phenotypic data. The traits evaluated in the current
perspective were de novo domestication, grain quality, fruit color, yield-related traits and stress
tolerance to check whether the data available gives significant leads to address these traits via
editing in other crops. The rationale for editing a particular gene lies in the understanding of the
diverse alleles generated, and in this perspective, we attempted to discern both the advancements
made and the bottlenecks encountered.  The effectiveness of gene editing relies significantly on the
roles of alleles generated in regulating specific genetic pathways. It is essential to conduct
functional validation of the targeted allele across multiple distinct genetic backgrounds to
ascertain its utility. The influence an allele exerts on a given trait is contingent upon factors
like the nature of the trait, the position of the gene within a given pathway, and the genetic
background in which it has been/will be tested. This perspective highlights how editing has led to a
range of phenotypic variations influenced by the genetic background, with certain lines achieving
the desired phenotype alongside pleiotropic effects, whereas others do not manifest the expected
phenotype. This challenge may be addressed by prioritizing the identification of the right candidate
and specific motifs in the regulatory regions as potential targets rather than directly intervening
in coding sequences.","alleles, genetic background, phenotype, rice, tomato, trait"
40233268,"Single-cell RNA Sequencing Contributes to the Treatment of Acute Myeloid Leukaemia With Hematopoietic Stem Cell Transplantation, Chemotherapy, and Immunotherapy.",Journal of biochemical and molecular toxicology (J Biochem Mol Toxicol),"Acute myeloid leukemia (AML) is caused by altered maturation and differentiation of myeloid blasts,
as well as transcriptional/epigenetic alterations and impaired apoptosis, all of which lead to
excessive proliferation of malignant blood cells in the bone marrow. It is these mutations that
cause tumor heterogeneity, which is linked to a higher risk of relapse and death and makes anti-AML
treatments like HSCT, chemotherapy, and immunotherapy (ICI, CAR T-cell-based therapies, and cancer
vaccines) less effective. Single-cell RNA sequencing (scRNA-seq) also makes it possible to find
cellular subclones and profile tumors, which opens up new diagnostic and therapeutic targets for
better AML management. The HSCT process works better when genetic and transcriptional information
about the patient and donor stem cells is collected. This saves time and lowers the risk of harmful
side effects happening in the body.","RNA sequencing, cancer vaccine, drug resistance, stem cell transplantation, transcriptome, tumor heterogeneity"
40240556,Quantitative MRI detects delayed perfusion and impact of bronchial artery dilatation on pulmonary circulation in patients with cystic fibrosis.,European radiology (Eur Radiol),"MRI detects abnormal lung perfusion in patients with cystic fibrosis (CF). However, little is known
about the contribution of bronchial arteries to lung perfusion in CF. We hypothesized that delayed
perfusion can be detected by dynamic contrast-enhanced (DCE-)MRI and that bronchial artery
dilatation (BAD) is associated with changes in lung perfusion.  Morpho-functional MRI was
prospectively acquired in 75 patients with CF (18.7 ± 7.6 years, range 6-39 years). Lungs and
perfusion defects were segmented automatically to quantify perfusion defects in percent (QDP).
Pulmonary blood flow (PBF), mean transit time (MTT), and perfusion delay were calculated for the
whole lung, inside normally perfused and perfusion defect areas. Chest MRI score and BAD were
assessed visually.  QDP and PBF correlated with MRI global score (r = 0.58 and -0.53, p < 0.001). In
normally perfused lung, PBF was higher (161.2 ± 77.9 mL/100 mL/min vs. 57.5 ± 26.4 mL/100 mL/min,
p < 0.001), and MTT (5.4 ± 1.7 s vs. 6.9 ± 2.3 s, p < 0.001) and perfusion delay were shorter than
in perfusion defect areas (4.6 ± 5.3 s vs. 13.4 ± 16.2 s, p < 0.001). 48 (64.0%) patients showed
BAD, had higher QDP (44.6 ± 20.8% vs. 17.3 ± 11.0%, p < 0.001) and lower PBF
(91.9 ± 54.8 mL/100 mL/min vs. 178.3 ± 77.4 mL/100 mL/min, p < 0.001) than patients without BAD. MTT
was shorter (6.3 ± 1.9 s vs. 8.0 ± 2.6 s, p < 0.001), and perfusion delay was longer (13.8 ± 10.1 s
vs. 12.8 ± 23.7 s, p < 0.02) inside perfusion defects of patients with BAD compared to without BAD.
Perfusion parameters correlate with lung disease severity, and perfusion defects showed delayed
perfusion in patients with CF. BAD was associated with more extensive perfusion defects and reduced
PBF.  Question Dilated bronchial arteries are a common comorbidity in cystic fibrosis (CF), which
can cause hemoptysis, but their quantitative contribution to lung perfusion is little researched.
Findings Perfusion defects in percent (QDP) enabled objective assessment of perfusion abnormalities
in CF patients, while perfusion delay and arterial correlation showed bronchial artery perfusion
contribution. Clinical relevance The usage of quantitative perfusion metrics in CF may help tracking
disease progression. By also including the proposed metrics perfusion delay and arterial
correlation, bronchial artery inflow could be assessed and used to detect early onset of bronchial
artery dilation.","Bronchial arteries, Cystic fibrosis, Dynamic contrast enhanced magnetic resonance imaging, Hemoptysis, Magnetic resonance imaging"
40165367,"Neuronal activity modulates the expression of secretagogin, a Ca<sup>2+</sup> sensor protein, during mammalian forebrain development.","Acta physiologica (Oxford, England) (Acta Physiol (Oxf))","Because of their stable expression, some EF-hand Ca<sup>2+</sup>-binding proteins are broadly used
as histochemical markers of neurons in the nervous system. Secretagogin is a member of ""neuron-
specific"" Ca<sup>2+</sup>-sensor proteins, yet variations in its expression due, chiefly, to
neuronal activity remain ambiguous. We aimed to fill this gap of knowledge both in its use as a cell
identity marker and for mechanistic analysis.  We mapped secretagogin distribution in human foetal
forebrains. Then, Scgn-iCre::Ai9 mice in conjunction with single-cell RNA-seq were used to
molecularly characterize cortical secretagogin-expressing neurons. Besides the in vitro manipulation
of both SH-SY5Y neuroblastoma cells and primary cortical cultures from foetal mice, the activity
dependence of secretagogin expression was also studied upon systemic kainate administration and dark
rearing.  In the mammalian brain, including humans, both transient and stable secretagogin
expression sites exist. In the cerebral cortex, we identified deep-layer pyramidal neurons with
lifelong expression of secretagogin. Secretagogin expression was affected by neuronal activity: it
was delayed in a cohort of human foetuses with Down's syndrome relative to age-matched controls. In
mice, dark rearing reduced secretagogin expression in the superior colliculus, a midbrain structure
whose development is dependent on topographic visual inputs. In contrast, excitation by both KCl
exposure of SH-SY5Y cells and primary cortical neurons in vitro and through systemic kainate
administration in mice increased secretagogin expression.  We suggest that secretagogin expression
in neurons is developmentally regulated and activity dependent.","calcium‐binding protein, light deprivation, neurodevelopmental disorder, single‐cell transcriptomics, trisomy"
